title,link,label
"TVB actor Tai Yiu-ming washes dishes and waits tables in HK, earns up to RM228 a day",https://www.thestar.com.my/lifestyle/entertainment/2024/11/27/tvb-actor-tai-yiu-ming-washes-dishes-and-waits-tables-in-hk-earns-up-to-rm228-a-day,Entertainment & Style
,,
Singer's son and friend charged with theft of businesswoman's Ferrari,https://www.thestar.com.my/news/nation/2024/11/27/singer039s-son-and-friend-charged-with-theft-of-businesswoman039s-ferrari,Business & Economy
Soccer-Man City boss Guardiola clarifies comments after self-harm remark,https://www.thestar.com.my/sport/football/2024/11/27/soccer-man-city-boss-guardiola-clarifies-comments-after-self-harm-remark,Sports
Man who pleaded guilty to killing parents ordered to undergo mental evaluation,https://www.thestar.com.my/news/nation/2024/11/27/man-who-pleaded-guilty-to-killing-parents-ordered-to-undergo-mental-evaluation,World & Politics
"Jail for Singaporean man who conspired with son and brother to bribe director at zoo with over S$611, 000",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/jail-for-singaporean-man-who-conspired-with-son-and-brother-to-bribe-director-at-zoo-with-over-s611-000,Crime
Russia expels German journalists in tit-for-tat move denied by Berlin,https://www.thestar.com.my/news/world/2024/11/27/russia-says-it-is-expelling-two-journalists-from-german-broadcaster-ard,World & Politics
"Local films like Abang Adik may get financial help to participate in international festivals, says Fahmi",https://www.thestar.com.my/news/nation/2024/11/27/local-films-like-abang-adik-may-get-financial-help-to-participate-in-international-festivals-says-fahmi,Entertainment & Style
"New IAMM show explores how trade routes, Islam shaped region’s cultural legacy",https://www.thestar.com.my/lifestyle/culture/2024/11/27/new-iamm-show-explores-how-trade-routes-islam-shaped-regions-cultural-legacy,Business & Economy
"Albanian opposition leader Berisha released from house arrest, court says",https://www.thestar.com.my/news/world/2024/11/27/albanian-opposition-leader-berisha-released-from-house-arrest-court-says,Crime
Vocational student murder: Judge warns families of accused against witness intimidation,https://www.thestar.com.my/news/nation/2024/11/27/vocational-student-murder-judge-warns-families-of-accused-against-witness-intimidation,Crime
"Cambodian PM Hun Manet rules out further zoning adjustments in Tonle Sap area, cites conservation",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/cambodian-pm-hun-manet-rules-out-further-zoning-adjustments-in-tonle-sap-area-cites-conservation,Environment
"HP, Dell's weak forecasts spark share selloff, doubts over PC market recovery",https://www.thestar.com.my/tech/tech-news/2024/11/27/hp-dell039s-weak-forecasts-spark-share-selloff-doubts-over-pc-market-recovery,Business & Economy
Teen Gambian migrant finds support and a father figure in Canary Islands,https://www.thestar.com.my/news/world/2024/11/27/teen-gambian-migrant-finds-support-and-a-father-figure-in-canary-islands,World & Politics
"Floods force Orang Asli in Gua Musang, villagers in Tanah Merah to evacuate",https://www.thestar.com.my/news/nation/2024/11/27/floods-force-orang-asli-in-gua-musang-villagers-in-tanah-merah-to-evacuate,Environment
"Policeman gets three years jail, RM80,000 fine for accepting bribes",https://www.thestar.com.my/news/nation/2024/11/27/policeman-gets-three-years-jail-rm80000-fine-for-accepting-bribes,Crime
Inari Amertron expects continued demand for advanced semiconductor packaging,https://www.thestar.com.my/business/business-news/2024/11/27/inari-amertron-expects-continued-demand-for-advanced-semiconductor-packaging,Science & Technology
"Indonesian actor-director Baim Wong stays calm amid divorce drama, keeps in touch with Paula Verhoeven",https://www.thestar.com.my/lifestyle/entertainment/2024/11/27/indonesian-actor-director-baim-wong-stays-calm-amid-divorce-drama-keeps-in-touch-with-paula-verhoeven,Entertainment & Style
Flash flood in KL causes traffic snarl on Jalan Kuching,https://www.thestar.com.my/metro/metro-news/2024/11/27/flash-flood-in-kl-causes-traffic-snarl-on-jalan-kuching,Environment
,,
Standing more does not improve cardiovascular health,https://www.thestar.com.my/lifestyle/health/2024/11/27/standing-more-does-not-improve-cardiovascular-health,Health and Family
"Floods claim two lives, evacuee numbers soar in Kelantan, Terengganu",https://www.thestar.com.my/news/nation/2024/11/27/floods-claim-two-lives-evacuee-numbers-soar-in-kelantan-terengganu,Environment
LGMS to double workforce due to growing cybersecurity demand,https://www.thestar.com.my/business/business-news/2024/11/27/lgms-to-double-workforce-due-to-growing-cybersecurity-demand,Science & Technology
Jailed Moscow politician urges end to Ukraine war at start of new terrorism trial,https://www.thestar.com.my/news/world/2024/11/27/jailed-moscow-politician-urges-end-to-ukraine-war-at-start-of-new-terrorism-trial,World & Politics
Flood: 20 water discharge channels opened in Sungai Golok,https://www.thestar.com.my/news/nation/2024/11/27/flood-20-water-discharge-channels-opened-in-sungai-golok,Environment
Soccer-Norgaard red card against Everton overturned on appeal,https://www.thestar.com.my/sport/football/2024/11/27/soccer-norgaard-red-card-against-everton-overturned-on-appeal,Sports
Poland detains German citizen for exporting dual-use goods to Russia,https://www.thestar.com.my/news/world/2024/11/27/poland-detains-german-citizen-for-exporting-dual-use-goods-to-russia,World & Politics
"Officers from Jertih, Besut Fire and Rescue stations recalled due to worsening floods",https://www.thestar.com.my/news/nation/2024/11/27/officers-from-jertih-besut-fire-and-rescue-stations-recalled-due-to-worsening-floods,Environment
Indonesian Ombudsman urges transparent probe of fatal Semarang shooting,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/indonesian-ombudsman-urges-transparent-probe-of-fatal-semarang-shooting,Crime
"Customs dept seizes rice, liquor worth over RM2.09mil",https://www.thestar.com.my/news/nation/2024/11/27/customs-dept-seizes-rice-liquor-worth-over-rm209mil,Crime
Mother appeals for daughter's rescue from human trafficking syndicate,https://www.thestar.com.my/news/nation/2024/11/27/mother-appeals-for-daughter039s-rescue-from-human-trafficking-syndicate,Crime
PM reaffirms Laos’ commitment to end violence against women,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/pm-reaffirms-laos-commitment-to-end-violence-against-women,Crime
"Study required before implementing shorter work week in Perak, says Saarani",https://www.thestar.com.my/news/nation/2024/11/27/study-required-before-implementing-shorter-work-week-in-perak-says-saarani,Education
Ringgit rises as Fed minutes signal US interest rate cuts ahead,https://www.thestar.com.my/business/business-news/2024/11/27/ringgit-rises-as-fed-minutes-signal-us-interest-rate-cuts-ahead,Business & Economy
UK counter terrorism police arrest six over 'PKK activity',https://www.thestar.com.my/news/world/2024/11/27/uk-counter-terrorism-police-arrest-six-over-039pkk-activity039,Crime
"Riding boots are now a must-have style – and yes, even when not on horseback",https://www.thestar.com.my/lifestyle/style/2024/11/27/riding-boots-are-now-a-must-have-style---and-yes-even-when-not-on-horseback,People and Living
Death of Army cadet undergoing officer training under investigation,https://www.thestar.com.my/news/2024/11/27/death-of-army-cadet-undergoing-officer-training-under-investigation,Crime
Romanian far-right presidential candidate says he does not want to leave NATO,https://www.thestar.com.my/news/world/2024/11/27/romanian-far-right-presidential-candidate-says-he-does-not-want-to-leave-nato,World & Politics
Tropicana posts RM877.8mil revenue in 9M,https://www.thestar.com.my/business/business-news/2024/11/27/tropicana039s-9m-net-loss-widens-to-rm42045mil-following-completion-of-property-divestment,Business & Economy
"Transport infrastructure should remain above politics, says Transport Minister",https://www.thestar.com.my/news/nation/2024/11/27/transport-infrastructure-should-remain-above-politics-says-transport-minister,World & Politics
Philippine VP's bodyguards swapped out amid investigation,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/philippine-vp039s-bodyguards-swapped-out-amid-investigation,World & Politics
Penang cops nab 11 members of organised crime in special ops,https://www.thestar.com.my/news/nation/2024/11/27/penang-cops-nab-11-members-of-organised-crime-in-special-ops,Crime
"1,000 Pakistan protesters arrested in pro-Khan capital march",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/1000-pakistan-protesters-arrested-in-pro-khan-capital-march,Crime
,,
Magma posts net loss of RM2.89mil on one-off costs in 3Q,https://www.thestar.com.my/business/business-news/2024/11/27/magma-posts-net-loss-of-rm289mil-on-one-off-costs-in-3q,Business & Economy
FGV's earnings bolstered by plantations division in 3Q,https://www.thestar.com.my/business/business-news/2024/11/27/fgv039s-earnings-bolstered-by-plantations-division-in-3q,Business & Economy
"SRC Intl, Umno granted two-week extension to resolve RM19.5mil suit",https://www.thestar.com.my/news/nation/2024/11/27/src-intl-umno-granted-two-week-extension-to-resolve-rm195mil-suit,World & Politics
Woman gets one month's jail for leaving children unsupervised for two days,https://www.thestar.com.my/news/nation/2024/11/27/woman-gets-one-month039s-jail-for-leaving-children-unsupervised-for-two-days,Crime
Belarus opposition leader urges people to avoid protesting against election,https://www.thestar.com.my/news/world/2024/11/27/belarus-opposition-leader-urges-people-to-shun-election-avoid-protesting,World & Politics
Drake accuses Spotify of artificially boosting Kendrick Lamar’s ‘Not Like Us’,https://www.thestar.com.my/lifestyle/entertainment/2024/11/27/drake-accuses-spotify-of-artificially-boosting-kendrick-lamars-not-like-us,Entertainment & Style
Warisan rep ready to face action over 'punch',https://www.thestar.com.my/news/nation/2024/11/27/warisan-rep-ready-to-face-action-over-039punch039,World & Politics
"The year's best luxury hotel brands in the world, according to this organisation",https://www.thestar.com.my/lifestyle/travel/2024/11/27/the-year039s-best-luxury-hotel-brands-in-the-world-according-to-this-organisation,Travel and Culture
Bursa Malaysia ends higher as utility stocks rally,https://www.thestar.com.my/business/business-news/2024/11/27/bursa-malaysia-ends-higher-as-utility-stocks-rally,Business & Economy
"Big Smile, No Teeth: It’s better now than it was in the 1990s",https://www.thestar.com.my/lifestyle/living/big-smile-no-teeth/2024/11/27/big-smile-no-teeth-its-better-now-than-it-was-in-the-1990s,Business & Economy
IJM Corp expects more resilient outlook across segments,https://www.thestar.com.my/business/business-news/2024/11/27/ijm-corp-expects-more-resilient-outlook-across-segments,Business & Economy
Transport Ministry open to idea of motorcycle e-hailing,https://www.thestar.com.my/news/nation/2024/11/27/transport-ministry-open-to-idea-of-motorcycle-e-hailing,Science & Technology
World's captive panda population hits 757,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/world039s-captive-panda-population-hits-757,Environment
"On EU 'no' vote anniversary, more Norwegians want to join bloc",https://www.thestar.com.my/news/world/2024/11/27/on-eu-039no039-vote-anniversary-more-norwegians-want-to-join-bloc,World & Politics
Dr M ready to 'mentor' anyone aspiring to be PM,https://www.thestar.com.my/news/nation/2024/11/27/dr-m-ready-to-039mentor039-anyone-aspiring-to-be-pm,World & Politics
Leon Fuat posts net profit of RM12.41mil in 9MFY24,https://www.thestar.com.my/business/business-news/2024/11/27/leon-fuat-posts-net-profit-of-rm1241mil-in-9mfy24,Business & Economy
Floods: 16 evacuated from four villages in Kedah,https://www.thestar.com.my/news/nation/2024/11/27/floods-16-evacuated-from-four-villages-in-kedah,Environment
"Sri Lanka children missing in floods, likely cyclone approaches India",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/sri-lanka-children-missing-in-floods-likely-cyclone-approaches-india,Environment
MRCB records jump in 3Q net profit to RM8.86mil,https://www.thestar.com.my/business/business-news/2024/11/27/mrcb-records-jump-in-3q-net-profit-to-rm886mil,Business & Economy
Putatan flasher jailed six months for exposing himself to woman,https://www.thestar.com.my/news/nation/2024/11/27/putatan-flasher-jailed-six-months-for-exposing-himself-to-woman,Crime
MPs want harsher penalties on overloaded heavy vehicles,https://www.thestar.com.my/news/nation/2024/11/27/mps-want-harsher-penalties-on-overloaded-heavy-vehicles,World & Politics
"Selangor launches care economy policy, includes support for caregivers",https://www.thestar.com.my/metro/metro-news/2024/11/27/selangor-launches-care-economy-policy-includes-support-for-caregivers,World & Politics
Beyond Koh Lipe: Explore Satun’s pristine Koh Bulon islands,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/beyond-koh-lipe-explore-satuns-pristine-koh-bulon-islands,World & Politics
From Cambodia to Parliament: Dr Wee fulfils duty as MP shortly after trip abroad,https://www.thestar.com.my/news/nation/2024/11/27/from-cambodia-to-parliament-dr-wee-fulfils-duty-as-mp-shortly-after-trip-abroad,World & Politics
South Koreans oppose arms for Ukraine as envoy visits,https://www.thestar.com.my/news/world/2024/11/27/south-koreans-remain-opposed-to-sending-arms-to-ukraine,World & Politics
New mpox case detected in Malaysia,https://www.thestar.com.my/news/nation/2024/11/27/new-mpox-case-detected-in-malaysia,Health and Family
Selangor eyes RM6mil revenue collection increase through new van fleet,https://www.thestar.com.my/metro/metro-news/2024/11/27/selangor-eyes-rm6mil-revenue-collection-increase-through-new-van-fleet,Business & Economy
Paramount expects satisfactory year on record property launches,https://www.thestar.com.my/business/business-news/2024/11/27/paramount-expects-satisfactory-year-on-record-property-launches,Entertainment & Style
Fuel prices Nov 28 to Dec 4: Unchanged across the board,https://www.thestar.com.my/news/nation/2024/11/27/fuel-prices-nov-28-to-dec-4-unchanged-across-the-board,World & Politics
Top online education company CEO in South Korea under fire for comparing former student to sex worker,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/top-online-education-company-ceo-in-south-korea-under-fire-for-comparing-former-student-to-sex-worker,Crime
Golf-Australian Open to tee off in Melbourne after stormy buildup,https://www.thestar.com.my/sport/golf/2024/11/27/golf-australian-open-to-tee-off-in-melbourne-after-stormy-buildup,Sports
Health Ministry to meet nurses' unions to discuss increase in working hours,https://www.thestar.com.my/news/nation/2024/11/27/health-ministry-to-meet-nurses039-unions-to-discuss-increase-in-working-hours,Health and Family
Soccer-FA investigating allegations referee discussed booking player before game,https://www.thestar.com.my/sport/football/2024/11/27/soccer-fa-investigating-allegations-referee-discussed-booking-player-before-game,Sports
"Who is Bushra Bibi, Pakistan ex-PM Imran Khan's wife leading protests?",https://www.thestar.com.my/news/world/2024/11/27/who-is-bushra-bibi-pakistan-ex-pm-imran-khan039s-wife-leading-protests,World & Politics
"Planned coastal road to Batu Ferringhi to be redesigned, says exco rep",https://www.thestar.com.my/news/nation/2024/11/27/planned-coastal-road-to-batu-ferringhi-to-be-redesigned-says-exco-rep,Travel and Culture
"Hybrid work won't become 'new normal' for M'sian employees, says MEF",https://www.thestar.com.my/news/nation/2024/11/27/hybrid-work-won039t-become-039new-normal039-for-m039sian-employees-says-mef,Business & Economy
BYD asks suppliers to cut prices as China auto war intensifies,https://www.thestar.com.my/business/business-news/2024/11/27/byd-asks-suppliers-to-cut-prices-as-china-auto-war-intensifies,World & Politics
Does your teen recognise AI? Do you?,https://www.thestar.com.my/tech/tech-news/2024/11/27/does-your-teen-recognise-ai-do-you,Science & Technology
International criminal court prosecutor seeks arrest warrant for Myanmar military leader,https://www.thestar.com.my/news/world/2024/11/27/international-criminal-court-prosecutor-seeks-arrest-warrant-for-myanmar-military-leader,Crime
Georgian ruling party nominates hardline ex-soccer player for president,https://www.thestar.com.my/news/world/2024/11/27/georgian-ruling-party-nominates-hardline-ex-soccer-player-for-president,World & Politics
Delivery rider gets six years' jail for stabbing wife and son,https://www.thestar.com.my/news/nation/2024/11/27/delivery-rider-gets-six-years039-jail-for-stabbing-wife-and-son,Crime
Worst November snowstorm in half century hits Seoul and grounds hundreds of flights,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/worst-november-snowstorm-in-half-century-hits-seoul-and-grounds-hundreds-of-flights,World & Politics
"Mohd Irwan feeling vindicated, six years after CBT allegations emerged",https://www.thestar.com.my/news/nation/2024/11/27/mohd-irwan-feeling-vindicated-six-years-after-cbt-allegations-emerged,Crime
"At least S$40,000 lost to Netflix phishing scams in Singapore since October",https://www.thestar.com.my/tech/tech-news/2024/11/27/at-least-s40000-lost-to-netflix-phishing-scams-in-singapore-since-october,Crime
"Allowances given to GISB members who sign up for voluntary rehab, Dewan Rakyat told",https://www.thestar.com.my/news/nation/2024/11/27/allowances-given-to-gisb-members-who-sign-up-for-voluntary-rehab-dewan-rakyat-told,World & Politics
"Plan ahead but be ready to take risks to succeed, Fahmi advises the youth",https://www.thestar.com.my/news/nation/2024/11/27/plan-ahead-but-be-ready-to-take-risks-to-succeed-fahmi-advises-the-youth,Business & Economy
Cricket-South Africa 80-4 after rain-affected first day v Sri Lanka,https://www.thestar.com.my/sport/cricket/2024/11/27/cricket-sri-lanka-opt-to-bowl-v-south-africa-in-first-test,Sports
Backbencher urges govt to step in over hike in health insurance premiums,https://www.thestar.com.my/news/nation/2024/11/27/backbencher-urges-govt-to-step-in-over-hike-in-health-insurance-premiums,Health and Family
"Russia is still working to deploy Sarmat intercontinental missile, TASS says",https://www.thestar.com.my/news/world/2024/11/27/russia-is-still-working-to-deploy-sarmat-intercontinental-missile-tass-says,World & Politics
"Three wounded in Russian drone attack on Ukraine's Kyiv, officials say",https://www.thestar.com.my/news/world/2024/11/27/three-wounded-in-russian-drone-attack-on-ukraine039s-kyiv-officials-say,World & Politics
,,
"Air Selangor sees 12.5% increase in revenue, says MB",https://www.thestar.com.my/metro/metro-news/2024/11/27/air-selangor-see-125-increase-in-revenue-says-mb,Business & Economy
"KL Experimental Film, Video & Music festival (KLEX) returns after four-year hiatus",https://www.thestar.com.my/lifestyle/culture/2024/11/27/kl-experimental-film-video--music-festival-klex-returns-after-four-year-hiatus,Entertainment & Style
Cambodian govt extends property tax exemption for affordable homes until end of 2025,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/cambodian-govt-extends-property-tax-exemption-for-affordable-homes-until-end-of-2025,Business & Economy
AGC rejects one of PU Azman's legal representation on sexual assault charge,https://www.thestar.com.my/news/nation/2024/11/27/agc-rejects-one-of-pu-azman039s-legal-representation-on-sexual-assault-charge,Crime
"One in ten m-bikers riding around without licences, says Johor JPJ",https://www.thestar.com.my/news/nation/2024/11/27/one-in-ten-m-bikers-riding-around-without-licences-says-johor-jpj,World & Politics
"Asian stocks slide amid Trump tariff worries, yen gains",https://www.thestar.com.my/business/business-news/2024/11/27/asian-stocks-slide-amid-trump-tariff-worries-yen-gains,Business & Economy
Brawner: It’s not true that I will take over VP Duterte’s security group,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/brawner-its-not-true-that-i-will-take-over-vp-dutertes-security-group,World & Politics
Johor considering offering venues for 2027 SEA Games' football matches,https://www.thestar.com.my/news/nation/2024/11/27/johor-considering-offering-venues-for-2027-sea-games039-football-matches,Sports
Mali town at heart of July battle hit by disease and drone strikes,https://www.thestar.com.my/news/world/2024/11/27/mali-town-at-heart-of-july-battle-hit-by-disease-and-drone-strikes,Health and Family
"RM6.82mil given to 364 schools, churches and temples in northern Sabah",https://www.thestar.com.my/news/nation/2024/11/27/rm682mil-given-to-364-schools-churches-and-temples-in-northern-sabah,Education
"Laos, US partner to expand access to justice for women and children",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/laos-us-partner-to-expand-access-to-justice-for-women-and-children,People and Living
Python captured in viral video one of the largest in Larut Matang Selama,https://www.thestar.com.my/news/nation/2024/11/27/python-captured-in-viral-video-one-of-the-largest-in-larut-matang-selama,Environment
Muhyiddin's sedition trial transferred to KL High Court,https://www.thestar.com.my/news/nation/2024/11/27/muhyiddin039s-sedition-trial-transferred-to-kl-high-court,Crime
"Zahid urges flood-prone communities to prioritise safety, follow guidelines",https://www.thestar.com.my/news/nation/2024/11/27/zahid-urges-flood-prone-communities-to-prioritise-safety-follow-guidelines,World & Politics
Beyond blue and pink: Do boys and girls engage differently by nature or norms?,https://www.thestar.com.my/lifestyle/family/2024/11/13/beyond-blue-and-pink-do-boys-and-girls-engage-differently-by-nature-or-norms,Environment
This Chinese humanoid robot is going open source,https://www.thestar.com.my/tech/tech-news/2024/11/27/this-chinese-humanoid-robot-is-going-open-source,Science & Technology
Fashioned to order: How clothing customisation has become a big draw for men,https://www.thestar.com.my/lifestyle/style/2024/11/27/fashioned-to-order-how-clothing-customisation-has-become-a-big-draw-for-men,Entertainment & Style
Police cordon Indian palace as rivalry between royal brothers spark clashes,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/police-cordon-indian-palace-as-rivalry-between-royal-brothers-spark-clashes,Crime
Maybank Asset Management announces new new multi-asset solution,https://www.thestar.com.my/business/business-news/2024/11/27/maybank-asset-management-announces-new-new-multi-asset-solution,Business & Economy
India suspends parliament again in row over U.S. action on Adani,https://www.thestar.com.my/news/world/2024/11/27/indian-parliament-suspended-again-in-row-over-us-accusations-against-adani,World & Politics
Young volunteers bring education to street kids in Yangon,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/young-volunteers-bring-education-to-street-kids-in-yangon,Education
Philippine VP accuses president of seeking her removal after police complaint,https://www.thestar.com.my/news/world/2024/11/27/philippine-police-file-formal-complaint-against-vp-duterte,World & Politics
"‘Don’t become cocky’, Jokowi warns eventual winners of regional polls",https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/dont-become-cocky-jokowi-warns-eventual-winners-of-regional-polls,World & Politics
Sister of Ulu Tiram attacker pleads not guilty to failing to provide info on terrorism ideology,https://www.thestar.com.my/news/nation/2024/11/27/sister-of-ulu-tiram-attacker-pleads-not-guilty-to-failing-to-provide-info-on-terrorism-ideology,Crime
ACE Market-bound Vanzo Holdings aims to raise RM14mil from IPO,https://www.thestar.com.my/business/business-news/2024/11/27/ace-market-bound-vanzo-holdings-aims-to-raise-rm14mil-from-ipo,Business & Economy
"Study on direct disaster alert channel in final phase, says Fahmi",https://www.thestar.com.my/news/nation/2024/11/27/study-on-direct-disaster-alert-channel-in-final-phase-says-fahmi,Education
'Economy Madani' framework at the heart of government's vision - Johan Mahmood,https://www.thestar.com.my/business/business-news/2024/11/27/039economy-madani039-framework-at-the-heart-of-government039s-vision---johan-mahmood,World & Politics
Nickel trading case: Prosecution says 947 invested S$1.46bil into scheme that was ‘fiction’,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/nickel-trading-case-prosecution-says-947-invested-s146bil-into-scheme-that-was-fiction,Business & Economy
Soccer-Bellingham willing to adapt to help Real find winning formula,https://www.thestar.com.my/sport/football/2024/11/27/soccer-bellingham-willing-to-adapt-to-help-real-find-winning-formula,Sports
Sarawak to proceed with Year Six assessment exams next year,https://www.thestar.com.my/news/nation/2024/11/27/sarawak-to-proceed-with-year-six-assessment-exams-next-year,Education
Myanmar's foreign trade exceeds US$15.4bil from April to October,https://www.thestar.com.my/aseanplus/aseanplus-news/2024/11/27/myanmar039s-foreign-trade-exceeds-us154bil-from-april-to-october,Business & Economy
Jung Woo-sung's paternity reveal exposes where Korea stands on extramarital babies,https://www.thestar.com.my/lifestyle/entertainment/2024/11/27/jung-woo-sung039s-paternity-reveal-exposes-where-korea-stands-on-extramarital-babies,World & Politics
,,
